key	campaign_key	character_skill_key	character_skill_node_set_key	faction_key	indent	tier	subculture	points_on_creation	required_num_parents	visible_in_ui
steve_ark_tmb_liche_priest_vampire_innate_12		wh2_main_skill_innate_all_knowledgeable	sda_skill_node_set_steve_ark_tmb_liche_priest_vampire		0.0	5.0		0	0	false
steve_ark_tmb_liche_priest_vampire_innate_13		wh2_main_skill_innate_all_cunning	sda_skill_node_set_steve_ark_tmb_liche_priest_vampire		6.0	8.0		0	0	false
steve_ark_tmb_liche_priest_vampire_misc_1		wh2_dlc09_skill_tmb_tomb_king_ceremonial_bandages	sda_skill_node_set_steve_ark_tmb_liche_priest_vampire		0.0	1.0		0	0	true
steve_ark_tmb_liche_priest_vampire_misc_2		wh2_dlc09_skill_tmb_tomb_king_trapped_soul	sda_skill_node_set_steve_ark_tmb_liche_priest_vampire		0.0	2.0		0	0	true
steve_ark_tmb_liche_priest_vampire_misc_3		wh2_dlc09_skill_tmb_tomb_king_elixir_of_immortality	sda_skill_node_set_steve_ark_tmb_liche_priest_vampire		0.0	3.0		0	0	true
steve_ark_tmb_liche_priest_vampire_unique_1		wh2_dlc09_skill_tmb_liche_priest_incantation_of_preservation	sda_skill_node_set_steve_ark_tmb_liche_priest_vampire		1.0	0.0		0	0	true
steve_ark_tmb_liche_priest_vampire_unique_2		wh2_dlc09_skill_tmb_liche_priest_keeper_of_lore	sda_skill_node_set_steve_ark_tmb_liche_priest_vampire		1.0	1.0		0	0	true
steve_ark_tmb_liche_priest_vampire_unique_3		wh2_dlc09_skill_tmb_liche_priest_cultist_of_mortuary	sda_skill_node_set_steve_ark_tmb_liche_priest_vampire		1.0	2.0		0	0	true
steve_ark_tmb_liche_priest_vampire_magic_1		wh_main_skill_vmp_magic_vampires_01_invocation_of_nehek	sda_skill_node_set_steve_ark_tmb_liche_priest_vampire		2.0	0.0		0	0	true
steve_ark_tmb_liche_priest_vampire_magic_2		wh_main_skill_vmp_magic_vampires_03_the_curse_of_undeath	sda_skill_node_set_steve_ark_tmb_liche_priest_vampire		2.0	1.0		0	0	true
steve_ark_tmb_liche_priest_vampire_magic_3		wh_main_skill_vmp_magic_vampires_02_vanhels_danse_macabre	sda_skill_node_set_steve_ark_tmb_liche_priest_vampire		2.0	2.0		0	0	true
steve_ark_tmb_liche_priest_vampire_magic_4		wh_main_skill_vmp_magic_vampires_04_gaze_of_nagash	sda_skill_node_set_steve_ark_tmb_liche_priest_vampire		2.0	3.0		0	0	true
steve_ark_tmb_liche_priest_vampire_magic_5		stephen_skill_tmb_magic_vampires_raise_dead	sda_skill_node_set_steve_ark_tmb_liche_priest_vampire		2.0	4.0		0	0	true
steve_ark_tmb_liche_priest_vampire_magic_6		wh_main_skill_all_magic_all_06_evasion	sda_skill_node_set_steve_ark_tmb_liche_priest_vampire		2.0	5.0		0	4	true
steve_ark_tmb_liche_priest_vampire_magic_7		wh_main_skill_all_magic_all_07_earthing	sda_skill_node_set_steve_ark_tmb_liche_priest_vampire		2.0	8.0		0	0	true
steve_ark_tmb_liche_priest_vampire_magic_8		wh_main_skill_all_magic_all_08_power_drain	sda_skill_node_set_steve_ark_tmb_liche_priest_vampire		2.0	9.0		0	0	true
steve_ark_tmb_liche_priest_vampire_magic_9		wh_main_skill_vmp_magic_vampires_09_curse_of_years	sda_skill_node_set_steve_ark_tmb_liche_priest_vampire		2.0	6.0		0	0	true
steve_ark_tmb_liche_priest_vampire_magic_10		wh_main_skill_vmp_magic_vampires_10_wind_of_death	sda_skill_node_set_steve_ark_tmb_liche_priest_vampire		2.0	7.0		0	0	true
steve_ark_tmb_liche_priest_vampire_magic_11		wh_main_skill_all_magic_all_11_arcane_conduit	sda_skill_node_set_steve_ark_tmb_liche_priest_vampire		2.0	10.0		0	4	true
steve_ark_tmb_liche_priest_vampire_magic_dummy		wh_main_skill_vmp_magic_vampires_dummy_invocation_of_nehek	sda_skill_node_set_steve_ark_tmb_liche_priest_vampire		2.0	11.0		1	0	false
steve_ark_tmb_liche_priest_vampire_mount_1		arkhan_skill_mount_tmb_wizard_unique_liche_priest_death_skeletal_steed	sda_skill_node_set_steve_ark_tmb_liche_priest_vampire		0.0	0.0		0	0	true
stephen_skill_tmb_tomb_king_army_0		wh2_dlc09_skill_tmb_lord_army_base	stephen_skill_node_set_tmb_tomb_king_vampire		4.0	0.0		0	0	true
stephen_skill_tmb_tomb_king_army_1		wh2_dlc09_skill_tmb_army_buff_basic_archers	stephen_skill_node_set_tmb_tomb_king_vampire		4.0	1.0		0	0	true
stephen_skill_tmb_tomb_king_army_10		wh2_dlc09_skill_tmb_army_buff_vet_infantry	stephen_skill_node_set_tmb_tomb_king_vampire		4.0	10.0		0	0	true
stephen_skill_tmb_tomb_king_army_11		wh2_dlc09_skill_tmb_army_buff_vet_structure	stephen_skill_node_set_tmb_tomb_king_vampire		4.0	11.0		0	0	true
stephen_skill_tmb_tomb_king_army_12		stephen_skill_tmb_lord_reanimation_upgraded	stephen_skill_node_set_tmb_tomb_king_vampire		4.0	12.0		0	1	true
stephen_skill_tmb_tomb_king_army_2		wh2_dlc09_skill_tmb_army_buff_basic_infantry	stephen_skill_node_set_tmb_tomb_king_vampire		4.0	2.0		0	0	true
stephen_skill_tmb_tomb_king_army_3		wh2_dlc09_skill_tmb_army_buff_cav	stephen_skill_node_set_tmb_tomb_king_vampire		4.0	3.0		0	0	true
stephen_skill_tmb_tomb_king_army_4		wh2_dlc09_skill_tmb_army_buff_chariot	stephen_skill_node_set_tmb_tomb_king_vampire		4.0	4.0		0	0	true
stephen_skill_tmb_tomb_king_army_5		wh2_dlc09_skill_tmb_army_buff_structure_infantry	stephen_skill_node_set_tmb_tomb_king_vampire		4.0	5.0		0	0	true
stephen_skill_tmb_tomb_king_army_6		wh2_dlc09_skill_tmb_army_buff_elite_structure	stephen_skill_node_set_tmb_tomb_king_vampire		4.0	6.0		0	0	true
stephen_skill_tmb_tomb_king_army_7		stephen_skill_tmb_lord_reanimation	stephen_skill_node_set_tmb_tomb_king_vampire		4.0	7.0		0	5	true
stephen_skill_tmb_tomb_king_army_8		wh2_dlc09_skill_tmb_army_buff_vet_archer	stephen_skill_node_set_tmb_tomb_king_vampire		4.0	8.0		0	0	true
stephen_skill_tmb_tomb_king_army_9		wh2_dlc09_skill_tmb_army_buff_vet_cav	stephen_skill_node_set_tmb_tomb_king_vampire		4.0	9.0		0	0	true
stephen_skill_tmb_tomb_king_campaign_0		wh_main_skill_all_lord_campaign_route_marcher	stephen_skill_node_set_tmb_tomb_king_vampire		5.0	0.0		0	0	true
stephen_skill_tmb_tomb_king_campaign_1		wh_main_skill_emp_lord_campaign_iron_disciplinarian	stephen_skill_node_set_tmb_tomb_king_vampire		5.0	1.0		0	0	true
stephen_skill_tmb_tomb_king_campaign_10		wh2_dlc09_skill_tmb_self_defense	stephen_skill_node_set_tmb_tomb_king_vampire		5.0	10.0		0	4	true
stephen_skill_tmb_tomb_king_campaign_2		wh2_dlc09_skill_tmb_campaign_2	stephen_skill_node_set_tmb_tomb_king_vampire		5.0	2.0		0	0	true
stephen_skill_tmb_tomb_king_campaign_3		wh2_dlc09_skill_tmb_campaign_3	stephen_skill_node_set_tmb_tomb_king_vampire		5.0	3.0		0	0	true
stephen_skill_tmb_tomb_king_campaign_4		wh2_dlc09_skill_tmb_campaign_4	stephen_skill_node_set_tmb_tomb_king_vampire		5.0	4.0		0	0	true
stephen_skill_tmb_tomb_king_campaign_5		wh2_dlc09_skill_tmb_campaign_5	stephen_skill_node_set_tmb_tomb_king_vampire		5.0	5.0		0	4	true
stephen_skill_tmb_tomb_king_campaign_6		wh_main_skill_all_lord_campaign_lightning_strike	stephen_skill_node_set_tmb_tomb_king_vampire		5.0	6.0		0	0	true
stephen_skill_tmb_tomb_king_campaign_7		wh2_dlc09_skill_tmb_campaign_7	stephen_skill_node_set_tmb_tomb_king_vampire		5.0	7.0		0	0	true
stephen_skill_tmb_tomb_king_campaign_8		wh2_dlc09_skill_tmb_campaign_8	stephen_skill_node_set_tmb_tomb_king_vampire		5.0	8.0		0	0	true
stephen_skill_tmb_tomb_king_campaign_9		wh2_dlc09_skill_tmb_campaign_9	stephen_skill_node_set_tmb_tomb_king_vampire		5.0	9.0		0	0	true
stephen_skill_tmb_tomb_king_mount_khemrian_warsphinx		stephen_skill_tmb_tomb_king_mount_warsphinx	stephen_skill_node_set_tmb_tomb_king_vampire		0.0	1.0		0	0	true
stephen_skill_tmb_tomb_king_mount_skeletal_steed		stephen_skill_tmb_tomb_king_mount_steed	stephen_skill_node_set_tmb_tomb_king_vampire		0.0	0.0		0	0	true
stephen_skill_tmb_tomb_king_mount_skeleton_chariot		stephen_skill_tmb_tomb_king_mount_chariot	stephen_skill_node_set_tmb_tomb_king_vampire		0.0	2.0		0	0	true
stephen_skill_tmb_tomb_king_personal_0		wh2_dlc09_skill_tmb_personal_base	stephen_skill_node_set_tmb_tomb_king_vampire		2.0	0.0		0	0	true
stephen_skill_tmb_tomb_king_personal_1		wh2_dlc09_skill_tmb_personal_conqueror	stephen_skill_node_set_tmb_tomb_king_vampire		2.0	1.0		0	0	true
stephen_skill_tmb_tomb_king_personal_10		wh2_dlc09_skill_tmb_personal_10	stephen_skill_node_set_tmb_tomb_king_vampire		2.0	10.0		0	4	true
stephen_skill_tmb_tomb_king_personal_2		wh2_dlc11_skill_all_lord_self_blade_master	stephen_skill_node_set_tmb_tomb_king_vampire		2.0	2.0		0	0	true
stephen_skill_tmb_tomb_king_personal_3		wh2_dlc11_skill_all_lord_self_hard_to_hit	stephen_skill_node_set_tmb_tomb_king_vampire		2.0	3.0		0	0	true
stephen_skill_tmb_tomb_king_personal_4		wh2_dlc11_skill_all_lord_self_self_indomitable	stephen_skill_node_set_tmb_tomb_king_vampire		2.0	4.0		0	0	true
stephen_skill_tmb_tomb_king_personal_5		wh2_dlc09_skill_tmb_personal_5	stephen_skill_node_set_tmb_tomb_king_vampire		2.0	5.0		0	4	true
stephen_skill_tmb_tomb_king_personal_6		wh2_dlc11_skill_all_lord_self_wound-maker	stephen_skill_node_set_tmb_tomb_king_vampire		2.0	6.0		0	0	true
stephen_skill_tmb_tomb_king_personal_7		wh2_dlc11_skill_all_lord_self_full_plate_armour	stephen_skill_node_set_tmb_tomb_king_vampire		2.0	7.0		0	0	true
stephen_skill_tmb_tomb_king_personal_8		wh2_dlc11_skill_all_lord_self_devastating_charge	stephen_skill_node_set_tmb_tomb_king_vampire		2.0	8.0		0	0	true
stephen_skill_tmb_tomb_king_personal_9		wh2_dlc09_skill_tmb_personal_9	stephen_skill_node_set_tmb_tomb_king_vampire		2.0	9.0		0	0	true
stephen_skill_tmb_arkhan_misc_0		wh2_dlc09_skill_tmb_tomb_king_returned_in_madness	stephen_skill_node_set_tmb_tomb_king_vampire		0.0	7.0		0	0	true
stephen_skill_tmb_arkhan_misc_1		wh2_dlc09_skill_tmb_tomb_king_ancient_tyrant	stephen_skill_node_set_tmb_tomb_king_vampire		0.0	8.0		0	0	true
stephen_skill_tmb_arkhan_misc_2		wh2_dlc09_skill_tmb_tomb_king_embalmed_in_elixir	stephen_skill_node_set_tmb_tomb_king_vampire		0.0	9.0		0	0	true
stephen_skill_tmb_arkhan_misc_3		wh2_dlc09_skill_tmb_tomb_king_ceremonial_bandages	stephen_skill_node_set_tmb_tomb_king_vampire		0.0	10.0		0	0	true
stephen_skill_tmb_tomb_king_blessing_1		wh2_dlc09_skill_tmb_god_blessing_0	stephen_skill_node_set_tmb_tomb_king_vampire		1.0	0.0		0	0	true
stephen_skill_tmb_tomb_king_blessing_2		wh2_dlc09_skill_tmb_god_blessing_1	stephen_skill_node_set_tmb_tomb_king_vampire		1.0	1.0		0	0	true
stephen_skill_tmb_tomb_king_blessing_3		wh2_dlc09_skill_tmb_god_blessing_2	stephen_skill_node_set_tmb_tomb_king_vampire		1.0	2.0		0	0	true
stephen_skill_tmb_tomb_king_blessing_4		wh2_dlc09_skill_tmb_god_blessing_3	stephen_skill_node_set_tmb_tomb_king_vampire		1.0	3.0		0	0	true
stephen_skill_tmb_dummy_immortality_tomb_king		wh2_dlc09_skill_tmb_dummy_immortality	stephen_skill_node_set_tmb_tomb_king_vampire		8.0	0.0		1	0	false
stephen_skill_tmb_tmb_king_hidden_title		stephen_skill_tmb_tomb_king_title	stephen_skill_node_set_tmb_tomb_king_vampire		8.0	1.0		1	0	false
stephen_skill_tmb_tmb_king_innate_trait_1		wh2_dlc09_skill_innate_tmb_wrathful	stephen_skill_node_set_tmb_tomb_king_vampire		6.0	0.0		0	0	false
stephen_skill_tmb_tmb_king_innate_trait_2		wh2_dlc09_skill_innate_tmb_eternal	stephen_skill_node_set_tmb_tomb_king_vampire		6.0	1.0		0	0	false
stephen_skill_tmb_tmb_king_innate_trait_3		wh2_main_skill_innate_all_fleet_footed	stephen_skill_node_set_tmb_tomb_king_vampire		6.0	2.0		0	0	false
stephen_skill_tmb_tmb_king_innate_trait_4		wh2_dlc09_skill_innate_tmb_scavenger	stephen_skill_node_set_tmb_tomb_king_vampire		6.0	3.0		0	0	false
stephen_skill_tmb_tmb_king_innate_trait_5		wh2_main_skill_innate_all_disciplined	stephen_skill_node_set_tmb_tomb_king_vampire		6.0	4.0		0	0	false
stephen_skill_tmb_tmb_king_innate_trait_6		wh2_main_skill_innate_all_strategist	stephen_skill_node_set_tmb_tomb_king_vampire		6.0	5.0		0	0	false
stephen_skill_tmb_tmb_king_innate_trait_7		wh2_main_skill_innate_all_strong	stephen_skill_node_set_tmb_tomb_king_vampire		6.0	6.0		0	0	false
stephen_skill_tmb_tmb_king_innate_trait_8		wh2_main_skill_innate_all_tactician	stephen_skill_node_set_tmb_tomb_king_vampire		6.0	7.0		0	0	false
stephen_skill_tmb_tmb_king_innate_trait_9		wh2_main_skill_innate_all_tough	stephen_skill_node_set_tmb_tomb_king_vampire		6.0	8.0		0	0	false
stephen_skill_tmb_tmb_king_innate_trait_10		wh2_main_skill_innate_vmp_dread_incarnate	stephen_skill_node_set_tmb_tomb_king_vampire		6.0	9.0		0	0	false
stephen_skill_tmb_tmb_king_innate_trait_11		wh2_main_skill_innate_vmp_master_of_the_black_arts	stephen_skill_node_set_tmb_tomb_king_vampire		6.0	10.0		0	0	false
stephen_skill_tmb_liche_priest_death_campaign_1		wh2_main_skill_all_hero_assist_army_replenish_troops	stephen_skill_node_set_tmb_liche_priest_death		5.0	0.0		0	0	true
stephen_skill_tmb_liche_priest_death_campaign_2		wh2_main_skill_all_hero_passive_spread_corruption_vmp	stephen_skill_node_set_tmb_liche_priest_death		5.0	1.0		0	0	true
stephen_skill_tmb_liche_priest_death_campaign_3		wh2_main_skill_all_hero_hinder_settlement_damage_building	stephen_skill_node_set_tmb_liche_priest_death		5.0	2.0		0	0	true
stephen_skill_tmb_liche_priest_death_campaign_4		wh2_main_skill_all_hero_hinder_agent_wound	stephen_skill_node_set_tmb_liche_priest_death		5.0	3.0		0	0	true
stephen_skill_tmb_liche_priest_death_campaign_5		wh2_main_skill_all_hero_hinder_army_hinder_replenishment	stephen_skill_node_set_tmb_liche_priest_death		5.0	4.0		0	0	true
stephen_skill_tmb_liche_priest_death_campaign_6		wh2_main_skill_all_hero_reduce_action_cost	stephen_skill_node_set_tmb_liche_priest_death		5.0	5.0		0	0	true
stephen_skill_tmb_liche_priest_death_campaign_7		wh2_dlc09_skill_tmb_campaign_4	stephen_skill_node_set_tmb_liche_priest_death		5.0	6.0		0	0	true
stephen_skill_tmb_liche_priest_death_campaign_actions_dummy		arkhan_skill_all_dummy_agent_actions_tmb_liche_priest_vampires	stephen_skill_node_set_tmb_liche_priest_death		8.0	0.0		1	0	false
stephen_skill_tmb_liche_priest_death_innate_1		wh2_main_skill_innate_all_disciplined	stephen_skill_node_set_tmb_liche_priest_death		6.0	0.0		0	0	false
stephen_skill_tmb_liche_priest_death_innate_2		wh2_main_skill_innate_all_fleet_footed	stephen_skill_node_set_tmb_liche_priest_death		6.0	1.0		0	0	false
stephen_skill_tmb_liche_priest_death_innate_3		wh2_main_skill_innate_vmp_dread_incarnate	stephen_skill_node_set_tmb_liche_priest_death		6.0	10.0		0	0	false
stephen_skill_tmb_liche_priest_death_innate_4		wh2_main_skill_innate_vmp_master_of_the_black_arts	stephen_skill_node_set_tmb_liche_priest_death		6.0	11.0		0	0	false
stephen_skill_tmb_liche_priest_death_innate_5		wh2_dlc09_skill_innate_tmb_wise	stephen_skill_node_set_tmb_liche_priest_death		6.0	12.0		0	0	false
stephen_skill_tmb_liche_priest_death_innate_6		wh2_dlc09_skill_innate_tmb_wrathful	stephen_skill_node_set_tmb_liche_priest_death		6.0	13.0		0	0	false
stephen_skill_tmb_liche_priest_death_innate_7		wh2_dlc09_skill_innate_tmb_eternal	stephen_skill_node_set_tmb_liche_priest_death		6.0	14.0		0	0	false
stephen_skill_tmb_liche_priest_death_innate_8		wh2_dlc09_skill_innate_tmb_proficient_caster	stephen_skill_node_set_tmb_liche_priest_death		6.0	15.0		0	0	false
stephen_skill_tmb_liche_priest_death_innate_9		wh2_dlc09_skill_innate_tmb_channeller	stephen_skill_node_set_tmb_liche_priest_death		6.0	16.0		0	0	false
stephen_skill_tmb_liche_priest_death_innate_10		wh2_main_skill_innate_all_strong	stephen_skill_node_set_tmb_liche_priest_death		6.0	2.0		0	0	false
stephen_skill_tmb_liche_priest_death_innate_11		wh2_main_skill_innate_all_tough	stephen_skill_node_set_tmb_liche_priest_death		6.0	3.0		0	0	false
stephen_skill_tmb_liche_priest_death_innate_12		wh2_main_skill_innate_all_knowledgeable	stephen_skill_node_set_tmb_liche_priest_death		0.0	5.0		0	0	false
stephen_skill_tmb_liche_priest_death_innate_13		wh2_main_skill_innate_all_cunning	stephen_skill_node_set_tmb_liche_priest_death		6.0	8.0		0	0	false
stephen_skill_tmb_liche_priest_death_misc_1		wh2_dlc09_skill_tmb_tomb_king_ceremonial_bandages	stephen_skill_node_set_tmb_liche_priest_death		0.0	1.0		0	0	true
stephen_skill_tmb_liche_priest_death_misc_2		wh2_dlc09_skill_tmb_tomb_king_trapped_soul	stephen_skill_node_set_tmb_liche_priest_death		0.0	2.0		0	0	true
stephen_skill_tmb_liche_priest_death_misc_3		wh2_dlc09_skill_tmb_tomb_king_elixir_of_immortality	stephen_skill_node_set_tmb_liche_priest_death		0.0	3.0		0	0	true
stephen_skill_tmb_liche_priest_death_unique_1		wh2_dlc09_skill_tmb_liche_priest_incantation_of_preservation	stephen_skill_node_set_tmb_liche_priest_death		1.0	0.0		0	0	true
stephen_skill_tmb_liche_priest_death_unique_2		wh2_dlc09_skill_tmb_liche_priest_keeper_of_lore	stephen_skill_node_set_tmb_liche_priest_death		1.0	1.0		0	0	true
stephen_skill_tmb_liche_priest_death_unique_3		wh2_dlc09_skill_tmb_liche_priest_cultist_of_mortuary	stephen_skill_node_set_tmb_liche_priest_death		1.0	2.0		0	0	true
stephen_skill_tmb_liche_priest_death_magic_1		wh_main_skill_all_magic_death_01_spirit_leech	stephen_skill_node_set_tmb_liche_priest_death		2.0	0.0		0	0	true
stephen_skill_tmb_liche_priest_death_magic_2		wh_main_skill_all_magic_death_03_life_leeching	stephen_skill_node_set_tmb_liche_priest_death		2.0	1.0		0	0	true
stephen_skill_tmb_liche_priest_death_magic_3		wh_main_skill_all_magic_death_02_aspect_of_the_dreadknight	stephen_skill_node_set_tmb_liche_priest_death		2.0	2.0		0	0	true
stephen_skill_tmb_liche_priest_death_magic_4		wh_main_skill_all_magic_death_04_soulblight	stephen_skill_node_set_tmb_liche_priest_death		2.0	3.0		0	0	true
stephen_skill_tmb_liche_priest_death_magic_5		wh_main_skill_all_magic_death_05_doom_and_darkness	stephen_skill_node_set_tmb_liche_priest_death		2.0	4.0		0	0	true
stephen_skill_tmb_liche_priest_death_magic_6		wh_main_skill_all_magic_all_06_evasion	stephen_skill_node_set_tmb_liche_priest_death		2.0	5.0		0	4	true
stephen_skill_tmb_liche_priest_death_magic_7		wh_main_skill_all_magic_all_07_earthing	stephen_skill_node_set_tmb_liche_priest_death		2.0	8.0		0	0	true
stephen_skill_tmb_liche_priest_death_magic_8		wh_main_skill_all_magic_all_08_power_drain	stephen_skill_node_set_tmb_liche_priest_death		2.0	9.0		0	0	true
stephen_skill_tmb_liche_priest_death_magic_9		wh_main_skill_all_magic_death_09_the_fate_of_bjuna	stephen_skill_node_set_tmb_liche_priest_death		2.0	6.0		0	0	true
stephen_skill_tmb_liche_priest_death_magic_10		wh_main_skill_all_magic_death_10_the_purple_sun_of_xereus	stephen_skill_node_set_tmb_liche_priest_death		2.0	7.0		0	0	true
stephen_skill_tmb_liche_priest_death_magic_11		wh_main_skill_all_magic_all_11_arcane_conduit	stephen_skill_node_set_tmb_liche_priest_death		2.0	10.0		0	4	true
stephen_skill_tmb_liche_priest_death_magic_dummy		wh_main_skill_all_magic_death_dummy_spirit_leech	stephen_skill_node_set_tmb_liche_priest_death		2.0	11.0		1	0	false
stephen_skill_tmb_liche_priest_death_mount_1		stephen_skill_tmb_liche_priest_death_mount_steed	stephen_skill_node_set_tmb_liche_priest_death		0.0	0.0		0	0	true
stephen_skill_tmb_liche_priest_light_campaign_1		wh2_main_skill_all_hero_assist_army_replenish_troops	stephen_skill_node_set_tmb_liche_priest_light		5.0	0.0		0	0	true
stephen_skill_tmb_liche_priest_light_campaign_2		wh2_main_skill_all_hero_passive_spread_corruption_vmp	stephen_skill_node_set_tmb_liche_priest_light		5.0	1.0		0	0	true
stephen_skill_tmb_liche_priest_light_campaign_3		wh2_main_skill_all_hero_hinder_settlement_damage_building	stephen_skill_node_set_tmb_liche_priest_light		5.0	2.0		0	0	true
stephen_skill_tmb_liche_priest_light_campaign_4		wh2_main_skill_all_hero_hinder_agent_wound	stephen_skill_node_set_tmb_liche_priest_light		5.0	3.0		0	0	true
stephen_skill_tmb_liche_priest_light_campaign_5		wh2_main_skill_all_hero_hinder_army_hinder_replenishment	stephen_skill_node_set_tmb_liche_priest_light		5.0	4.0		0	0	true
stephen_skill_tmb_liche_priest_light_campaign_6		wh2_main_skill_all_hero_reduce_action_cost	stephen_skill_node_set_tmb_liche_priest_light		5.0	5.0		0	0	true
stephen_skill_tmb_liche_priest_light_campaign_7		wh2_dlc09_skill_tmb_campaign_4	stephen_skill_node_set_tmb_liche_priest_light		5.0	6.0		0	0	true
stephen_skill_tmb_liche_priest_light_campaign_actions_dummy		arkhan_skill_all_dummy_agent_actions_tmb_liche_priest_vampires	stephen_skill_node_set_tmb_liche_priest_light		8.0	0.0		1	0	false
stephen_skill_tmb_liche_priest_light_innate_1		wh2_main_skill_innate_all_disciplined	stephen_skill_node_set_tmb_liche_priest_light		6.0	0.0		0	0	false
stephen_skill_tmb_liche_priest_light_innate_2		wh2_main_skill_innate_all_fleet_footed	stephen_skill_node_set_tmb_liche_priest_light		6.0	1.0		0	0	false
stephen_skill_tmb_liche_priest_light_innate_3		wh2_main_skill_innate_vmp_dread_incarnate	stephen_skill_node_set_tmb_liche_priest_light		6.0	10.0		0	0	false
stephen_skill_tmb_liche_priest_light_innate_4		wh2_main_skill_innate_vmp_master_of_the_black_arts	stephen_skill_node_set_tmb_liche_priest_light		6.0	11.0		0	0	false
stephen_skill_tmb_liche_priest_light_innate_5		wh2_dlc09_skill_innate_tmb_wise	stephen_skill_node_set_tmb_liche_priest_light		6.0	12.0		0	0	false
